CONCEPT_ID	CONCEPT_NAME	VOCABULARY_ID	CONCEPT_LEVEL	CONCEPT_CODE	CONCEPT_CLASS	VALID_START_DATE	VALID_END_DATE	INVALID_REASON
636164	Vibrio cholerae serotype Inaba	8	2	100533	Ingredient	2005-06-12	2099-12-31	 
636167	Vibrio cholerae serotype Ogawa	8	2	100534	Ingredient	2005-06-12	2099-12-31	 
700253	Thiopental	8	2	10493	Ingredient	2005-06-12	2099-12-31	 
700299	Thioridazine	8	2	10502	Ingredient	2005-06-12	2099-12-31	 
700465	Thiothixene	8	2	10510	Ingredient	2005-06-12	2099-12-31	 
701322	Memantine	8	2	6719	Ingredient	2005-06-12	2099-12-31	 
702661	Mephenytoin	8	2	6757	Ingredient	2005-06-12	2099-12-31	 
702685	Mephobarbital	8	2	6758	Ingredient	2005-06-12	2099-12-31	 
702774	Mepivacaine	8	2	6759	Ingredient	2005-06-12	2099-12-31	 
702865	Meprobamate	8	2	6760	Ingredient	2005-06-12	2099-12-31	 
703083	Mesoridazine	8	2	6779	Ingredient	2005-06-12	2099-12-31	 
703244	paliperidone	8	2	679314	Ingredient	2007-01-28	2099-12-31	 
703470	Tranylcypromine	8	2	10734	Ingredient	2005-06-12	2099-12-31	 
703547	Trazodone	8	2	10737	Ingredient	2005-06-12	2099-12-31	 
704053	Methamphetamine	8	2	6816	Ingredient	2005-06-12	2099-12-31	 
704599	Triazolam	8	2	10767	Ingredient	2005-06-12	2099-12-31	 
704943	Methocarbamol	8	2	6845	Ingredient	2005-06-12	2099-12-31	 
704984	Trifluoperazine	8	2	10800	Ingredient	2005-06-12	2099-12-31	 
705103	lamotrigine	8	2	28439	Ingredient	2005-06-12	2099-12-31	 
705178	Trihexyphenidyl	8	2	10811	Ingredient	2005-06-12	2099-12-31	 
705219	HYLAN G-F 20	8	2	284637	Ingredient	2008-04-27	2099-12-31	 
705755	Trimipramine	8	2	10834	Ingredient	2005-06-12	2099-12-31	 
705944	Methylphenidate	8	2	6901	Ingredient	2005-06-12	2099-12-31	 
706644	Tubocurarine	8	2	10917	Ingredient	2005-06-12	2099-12-31	 
708298	Midazolam	8	2	6960	Ingredient	2005-06-12	2099-12-31	 
709567	Lisdexamfetamine	8	2	700810	Ingredient	2007-04-29	2099-12-31	 
709699	Molindone	8	2	7019	Ingredient	2005-06-12	2099-12-31	 
710062	Amitriptyline	8	2	704	Ingredient	2005-06-12	2099-12-31	 
710650	modafinil	8	2	30125	Ingredient	2005-06-12	2099-12-31	 
711452	benzoate	8	2	70589	Ingredient	2006-05-14	2099-12-31	 
711584	Levetiracetam	8	2	114477	Ingredient	2005-06-12	2099-12-31	 
711714	Dantrolene	8	2	3105	Ingredient	2005-06-12	2099-12-31	 
712615	ziprasidone	8	2	115698	Ingredient	2005-06-12	2099-12-31	 
712757	Amobarbital	8	2	719	Ingredient	2005-06-12	2099-12-31	 
713109	Amoxapine	8	2	722	Ingredient	2005-06-12	2099-12-31	 
713192	fosphenytoin	8	2	72236	Ingredient	2005-06-12	2099-12-31	 
713196	interferon beta-1b	8	2	72257	Ingredient	2005-06-12	2099-12-31	 
713823	ropinirole	8	2	72302	Ingredient	2005-06-12	2099-12-31	 
714684	nefazodone	8	2	31565	Ingredient	2005-06-12	2099-12-31	 
714785	Amphetamine	8	2	725	Ingredient	2005-06-12	2099-12-31	 
715233	Baclofen	8	2	1292	Ingredient	2005-06-12	2099-12-31	 
715259	duloxetine	8	2	72625	Ingredient	2005-06-12	2099-12-31	 
715458	tiagabine	8	2	31914	Ingredient	2005-06-12	2099-12-31	 
715710	rasagiline	8	2	134748	Ingredient	2006-02-26	2099-12-31	 
715727	tolcapone	8	2	72937	Ingredient	2005-06-12	2099-12-31	 
715939	Escitalopram	8	2	321988	Ingredient	2005-06-12	2099-12-31	 
715997	donepezil	8	2	135447	Ingredient	2005-06-12	2099-12-31	 
716968	Desipramine	8	2	3247	Ingredient	2005-06-12	2099-12-31	 
717136	Neostigmine	8	2	7315	Ingredient	2005-06-12	2099-12-31	 
717607	Desvenlafaxine	8	2	734064	Ingredient	2008-04-27	2099-12-31	 
718122	oxcarbazepine	8	2	32624	Ingredient	2005-06-12	2099-12-31	 
718583	Nicotine	8	2	7407	Ingredient	2005-06-12	2099-12-31	 
719057	Dexfenfluramine	8	2	3268	Ingredient	2005-06-12	2099-12-31	 
719128	Benzphetamine	8	2	1422	Ingredient	2005-06-12	2099-12-31	 
719174	Benztropine	8	2	1424	Ingredient	2005-06-12	2099-12-31	 
719311	Dextroamphetamine	8	2	3288	Ingredient	2005-06-12	2099-12-31	 
720727	zaleplon	8	2	74667	Ingredient	2005-06-12	2099-12-31	 
720810	Pramipexole	8	2	746741	Ingredient	2007-12-30	2099-12-31	 
721724	Nortriptyline	8	2	7531	Ingredient	2005-06-12	2099-12-31	 
722031	Paroxetine	8	2	32937	Ingredient	2005-06-12	2099-12-31	 
722424	interferon beta 1a	8	2	75917	Ingredient	2005-06-12	2099-12-31	 
723013	Diazepam	8	2	3322	Ingredient	2005-06-12	2099-12-31	 
723344	phendimetrazine	8	2	33272	Ingredient	2005-06-12	2099-12-31	 
724394	Orphenadrine	8	2	7715	Ingredient	2005-06-12	2099-12-31	 
724816	Oxazepam	8	2	7781	Ingredient	2005-06-12	2099-12-31	 
724908	Biperiden	8	2	1589	Ingredient	2005-06-12	2099-12-31	 
725131	Mirtazapine	8	2	15996	Ingredient	2005-06-12	2099-12-31	 
725822	Diethylpropion	8	2	3389	Ingredient	2005-06-12	2099-12-31	 
727835	Pemoline	8	2	7966	Ingredient	2005-06-12	2099-12-31	 
729855	Botulinum Toxin Type A	8	2	1712	Ingredient	2005-06-12	2099-12-31	 
729959	botulinum toxin type B	8	2	1713	Ingredient	2005-06-12	2099-12-31	 
730548	Bromocriptine	8	2	1760	Ingredient	2005-06-12	2099-12-31	 
730729	Pentobarbital	8	2	8004	Ingredient	2005-06-12	2099-12-31	 
731188	quazepam	8	2	35185	Ingredient	2005-06-12	2099-12-31	 
731533	dexmethylphenidate	8	2	352372	Ingredient	2005-06-12	2099-12-31	 
732309	Pergolide	8	2	8047	Ingredient	2005-06-12	2099-12-31	 
732893	Bupivacaine	8	2	1815	Ingredient	2005-06-12	2099-12-31	 
733008	Perphenazine	8	2	8076	Ingredient	2005-06-12	2099-12-31	 
733301	Buspirone	8	2	1827	Ingredient	2005-06-12	2099-12-31	 
733523	rivastigmine	8	2	183379	Ingredient	2005-06-12	2099-12-31	 
733896	Phenelzine	8	2	8123	Ingredient	2005-06-12	2099-12-31	 
734275	Phenobarbital	8	2	8134	Ingredient	2005-06-12	2099-12-31	 
734354	3-isobutyl GABA	8	2	187832	Ingredient	2005-07-24	2099-12-31	 
735340	Phentermine	8	2	8152	Ingredient	2005-06-12	2099-12-31	 
735843	Natalizumab	8	2	354770	Ingredient	2005-06-12	2099-12-31	 
735850	Disulfiram	8	2	3554	Ingredient	2005-06-12	2099-12-31	 
735951	Riluzole	8	2	35623	Ingredient	2005-06-12	2099-12-31	 
735979	Risperidone	8	2	35636	Ingredient	2005-06-12	2099-12-31	 
738152	Doxapram	8	2	3637	Ingredient	2005-06-12	2099-12-31	 
738156	Doxepin	8	2	3638	Ingredient	2005-06-12	2099-12-31	 
738818	Doxylamine	8	2	3642	Ingredient	2005-06-12	2099-12-31	 
739138	Sertraline	8	2	36437	Ingredient	2005-06-12	2099-12-31	 
739323	Droperidol	8	2	3648	Ingredient	2005-06-12	2099-12-31	 
739363	sibutramine	8	2	36514	Ingredient	2005-06-12	2099-12-31	 
740275	Carbamazepine	8	2	2002	Ingredient	2005-06-12	2099-12-31	 
740560	Carbidopa	8	2	2019	Ingredient	2005-06-12	2099-12-31	 
740910	Phenytoin	8	2	8183	Ingredient	2005-06-12	2099-12-31	 
740924	Edrophonium	8	2	3752	Ingredient	2005-06-12	2099-12-31	 
741530	orlistat	8	2	37925	Ingredient	2005-06-12	2099-12-31	 
742185	tomoxetine	8	2	38400	Ingredient	2005-06-12	2099-12-31	 
742267	topiramate	8	2	38404	Ingredient	2005-06-12	2099-12-31	 
742594	trichloroacetaldehyde	8	2	38574	Ingredient	2005-06-12	2099-12-31	 
743196	Enflurane	8	2	3920	Ingredient	2005-06-12	2099-12-31	 
743670	venlafaxine	8	2	39786	Ingredient	2005-06-12	2099-12-31	 
744740	zolpidem	8	2	39993	Ingredient	2005-06-12	2099-12-31	 
744798	zonisamide	8	2	39998	Ingredient	2005-06-12	2099-12-31	 
745268	Ergoloid Mesylates	8	2	4024	Ingredient	2005-06-12	2099-12-31	 
745466	Valproate	8	2	40254	Ingredient	2005-06-12	2099-12-31	 
745790	Pimozide	8	2	8331	Ingredient	2005-06-12	2099-12-31	 
748010	Estazolam	8	2	4077	Ingredient	2005-06-12	2099-12-31	 
749727	Ethchlorvynol	8	2	4118	Ingredient	2005-06-12	2099-12-31	 
749910	Carisoprodol	8	2	2101	Ingredient	2005-06-12	2099-12-31	 
750119	Ethosuximide	8	2	4135	Ingredient	2005-06-12	2099-12-31	 
750146	Ethotoin	8	2	4136	Ingredient	2005-06-12	2099-12-31	 
750982	Bupropion	8	2	42347	Ingredient	2005-06-12	2099-12-31	 
751246	Lithium Carbonate	8	2	42351	Ingredient	2005-06-12	2099-12-31	 
751347	Primidone	8	2	8691	Ingredient	2005-06-12	2099-12-31	 
751412	Fluvoxamine	8	2	42355	Ingredient	2005-06-12	2099-12-31	 
751698	Procaine	8	2	8701	Ingredient	2005-06-12	2099-12-31	 
751889	Glatiramer	8	2	214582	Ingredient	2005-06-12	2099-12-31	 
752061	Prochlorperazine	8	2	8704	Ingredient	2005-06-12	2099-12-31	 
752276	Procyclidine	8	2	8718	Ingredient	2005-06-12	2099-12-31	 
753626	Propofol	8	2	8782	Ingredient	2005-06-12	2099-12-31	 
753860	Fenfluramine	8	2	4328	Ingredient	2005-06-12	2099-12-31	 
754270	Protriptyline	8	2	8886	Ingredient	2005-06-12	2099-12-31	 
755695	Fluoxetine	8	2	4493	Ingredient	2005-06-12	2099-12-31	 
756018	Fluphenazine	8	2	4496	Ingredient	2005-06-12	2099-12-31	 
756349	Flurazepam	8	2	4501	Ingredient	2005-06-12	2099-12-31	 
757352	Eszopiclone	8	2	461016	Ingredient	2005-07-24	2099-12-31	 
757627	Galantamine	8	2	4637	Ingredient	2005-06-12	2099-12-31	 
757688	aripiprazole	8	2	89013	Ingredient	2005-06-12	2099-12-31	 
759401	methsuximide	8	2	47858	Ingredient	2005-06-12	2099-12-31	 
759740	Pyridostigmine	8	2	9000	Ingredient	2005-06-12	2099-12-31	 
766067	Secobarbital	8	2	9624	Ingredient	2005-06-12	2099-12-31	 
766209	Selegiline	8	2	9639	Ingredient	2005-06-12	2099-12-31	 
766337	guanidinium	8	2	50675	Ingredient	2005-06-12	2099-12-31	 
766529	Haloperidol	8	2	5093	Ingredient	2005-06-12	2099-12-31	 
766814	quetiapine	8	2	51272	Ingredient	2005-06-12	2099-12-31	 
767410	lithium citrate	8	2	52105	Ingredient	2005-06-12	2099-12-31	 
769935	Sodium Oxybate	8	2	9899	Ingredient	2005-06-12	2099-12-31	 
777221	Hydroxyzine	8	2	5553	Ingredient	2005-06-12	2099-12-31	 
778268	Imipramine	8	2	5691	Ingredient	2005-06-12	2099-12-31	 
778474	tizanidine	8	2	57258	Ingredient	2005-06-12	2099-12-31	 
778711	cyclobenzaprine	8	2	21949	Ingredient	2005-06-12	2099-12-31	 
780369	metaxalone	8	2	59078	Ingredient	2005-06-12	2099-12-31	 
780442	varenicline	8	2	591622	Ingredient	2006-07-09	2099-12-31	 
781039	Alprazolam	8	2	596	Ingredient	2005-06-12	2099-12-31	 
781182	ramelteon	8	2	596205	Ingredient	2005-12-04	2099-12-31	 
781705	Isocarboxazid	8	2	6011	Ingredient	2005-06-12	2099-12-31	 
782043	Isoflurane	8	2	6026	Ingredient	2005-06-12	2099-12-31	 
782211	entacapone	8	2	60307	Ingredient	2005-06-12	2099-12-31	 
785649	Ketamine	8	2	6130	Ingredient	2005-06-12	2099-12-31	 
785788	olanzapine	8	2	61381	Ingredient	2005-06-12	2099-12-31	 
786426	Rotigotine	8	2	616739	Ingredient	2007-07-29	2099-12-31	 
787362	Ambenonium	8	2	623	Ingredient	2005-06-12	2099-12-31	 
787787	hyaluronate	8	2	62372	Ingredient	2006-04-02	2099-12-31	 
789578	Levodopa	8	2	6375	Ingredient	2005-06-12	2099-12-31	 
790253	Chlorazepate	8	2	2353	Ingredient	2005-06-12	2099-12-31	 
791967	Lorazepam	8	2	6470	Ingredient	2005-06-12	2099-12-31	 
792263	Loxapine	8	2	6475	Ingredient	2005-06-12	2099-12-31	 
794147	Maprotiline	8	2	6646	Ingredient	2005-06-12	2099-12-31	 
794229	Mazindol	8	2	6664	Ingredient	2005-06-12	2099-12-31	 
794852	Chlorpromazine	8	2	2403	Ingredient	2005-06-12	2099-12-31	 
795113	Chlorzoxazone	8	2	2410	Ingredient	2005-06-12	2099-12-31	 
795661	felbamate	8	2	24812	Ingredient	2005-06-12	2099-12-31	 
797399	gabapentin	8	2	25480	Ingredient	2005-06-12	2099-12-31	 
797617	Citalopram	8	2	2556	Ingredient	2005-06-12	2099-12-31	 
798336	Hyaluronan	8	2	258347	Ingredient	2006-02-26	2099-12-31	 
798834	Clomipramine	8	2	2597	Ingredient	2005-06-12	2099-12-31	 
798874	Clonazepam	8	2	2598	Ingredient	2005-06-12	2099-12-31	 
800878	Clozapine	8	2	2626	Ingredient	2005-06-12	2099-12-31	 
801396	halazepam	8	2	26412	Ingredient	2005-06-12	2099-12-31	 
836208	Succinylcholine	8	2	10154	Ingredient	2005-06-12	2099-12-31	 
836654	Tacrine	8	2	10318	Ingredient	2005-06-12	2099-12-31	 
836715	Temazepam	8	2	10355	Ingredient	2005-06-12	2099-12-31	 
836877	Tetrabenazine	8	2	10390	Ingredient	2005-06-12	2099-12-31	 
837027	Apomorphine	8	2	1043	Ingredient	2005-06-12	2099-12-31	 
900017	Cascara sagrada	8	2	66869	Ingredient	2005-06-12	2099-12-31	 
900093	Casanthranol	8	2	66870	Ingredient	2005-06-12	2099-12-31	 
901318	Ascorbic Acid, Monosodium Salt	8	2	267366	Ingredient	2005-06-12	2099-12-31	 
901656	Menthol	8	2	6750	Ingredient	2005-06-12	2099-12-31	 
901845	Colistin	8	2	2709	Ingredient	2005-06-12	2099-12-31	 
902251	hypromellose	8	2	27334	Ingredient	2005-06-12	2099-12-31	 
902427	Timolol	8	2	10600	Ingredient	2005-06-12	2099-12-31	 
902616	Calamine	8	2	106212	Ingredient	2005-06-12	2099-12-31	 
902722	Tobramycin	8	2	10627	Ingredient	2005-06-12	2099-12-31	 
902938	ciclesonide	8	2	274964	Ingredient	2006-01-15	2099-12-31	 
902950	Tolnaftate	8	2	10637	Ingredient	2005-06-12	2099-12-31	 
903031	Thiopronine	8	2	6765	Ingredient	2005-06-12	2099-12-31	 
903459	Dolasetron	8	2	68091	Ingredient	2005-06-12	2099-12-31	 
903643	Tretinoin	8	2	10753	Ingredient	2005-06-12	2099-12-31	 
903893	emedastine	8	2	28144	Ingredient	2005-06-12	2099-12-31	 
903963	Triamcinolone	8	2	10759	Ingredient	2005-06-12	2099-12-31	 
904205	Apple pectin	8	2	283540	Ingredient	2005-06-12	2099-12-31	 
904250	Methazolamide	8	2	6826	Ingredient	2005-06-12	2099-12-31	 
904351	Aminolevulinic Acid	8	2	683	Ingredient	2005-06-12	2099-12-31	 
904356	Methenamine	8	2	6832	Ingredient	2005-06-12	2099-12-31	 
904453	Esomeprazole	8	2	283742	Ingredient	2005-06-12	2099-12-31	 
904501	travoprost	8	2	283809	Ingredient	2005-06-12	2099-12-31	 
904525	bimatoprost	8	2	283810	Ingredient	2005-06-12	2099-12-31	 
904542	Triamterene	8	2	10763	Ingredient	2005-06-12	2099-12-31	 
904639	Trichlormethiazide	8	2	10772	Ingredient	2005-06-12	2099-12-31	 
904704	Mepenzolate	8	2	107770	Ingredient	2005-06-12	2099-12-31	 
904826	Lactic acid	8	2	28393	Ingredient	2005-06-12	2009-12-06	D
905078	Trifluridine	8	2	10803	Ingredient	2005-06-12	2099-12-31	 
905151	Alclometasone	8	2	108088	Ingredient	2005-06-12	2099-12-31	 
905223	Methoxsalen	8	2	6854	Ingredient	2005-06-12	2099-12-31	 
905233	Mometasone	8	2	108118	Ingredient	2005-06-12	2099-12-31	 
